glytoucan_ac,pubchem_cid
G08806VI,448925
G08823VD,91852943
G08826KQ,91860600
G08843CO,101180886
G08855PJ,91852894
G08861VL,11007580
G08863NS,146016947
G08866CW,91862746
G08872UM,70680274
G08881LV,91862890
G08896RO,91846391
G08903MT,129626754
G08907YK,146017621
G08918EL,91860933
G08921QM,10907271
G08926IP,53356709
G08932DK,156616258
G08949VK,156614825
G08954VV,1143
G08958HW,24852599
G08979EC,156618830
G08997GC,156614648
G09005IK,91845651
G09019KT,156614702
G09020HN,91861603
G09023OT,91854188
G09035TO,91850734
G09045NG,91855067
G09046VD,91860716
G09057MT,91859771
G09064IP,71298023
G09066KJ,156614751
G09078LY,156617730
G09090NW,156619295
G09095MV,156616025
G09106ES,146016059
G09108HO,71298217
G09113KU,171122275
G09115OQ,91845963
G09118YK,146016117
G09125WG,71297609
G09126MW,53971868
G09130LO,91857660
G09130SS,146015996
G09137ZU,91859373
G09139MX,91862225
G09150LP,91851094
G09165XB,440658
G09169SF,91847765
G09177CD,156619055
G09194PV,156613064
G09207SI,91856521
G09223OK,91846619
G09225SF,91855200
G09255AF,91860200
G09286SA,71298353
G09304OK,57389335
G09318DC,91853997
G09319JK,71297440
G09322OS,71297821
G09338XD,91846389
G09342SH,25194049
G09349XQ,91853548
G09351VH,91849353
G09362PR,91854530
G09371DG,156618471
G09372HW,91861958
G09376MR,10985260
G09389FE,91852686
G09393NL,91848292
G09397NL,91857885
G09403OT,91847873
G09415JG,156617739
G09416DG,91860765
G09420NN,71297790
G09424UT,71298451
G09441IP,91860948
G09441VY,146015866
G09446VC,91848520
G09452ED,91855796
G09454VW,440948
G09459NU,91851074
G09468GF,91845176
G09480OP,71297238
G09482NW,70678943
G09485LV,24809553
G09494DM,53262393
G09506OB,156614972
G09507TI,67702969
G09520ZQ,146016951
G09529HK,9957785
G09534YS,171933350
G09538AR,146017214
G09540UP,71771808
G09546QO,439357
G09552LA,91852492
G09556KR,146017460
G09568JT,71297940
G09570CN,101417504
G09575SG,91972204
G09576QH,91853800
G09578TK,71297757
G09583ED,37723
G09588MX,155818784
G09597LJ,24749
G09605DV,91862425
G09609EN,101591430
G09613ZG,91849735
G09648YF,168358321
G09650BK,91850496
G09652ZI,91852474
G09658RZ,91860058
G09662MS,91849512
G09666WO,91855880
G09670SR,91854711
G09675DY,91858127
G09678FF,146016394
G09681LD,25051133
G09682KX,91846713
G09698FP,146017638
G09702XQ,54145651
G09708QO,91851125
G09713JE,91828255
G09715CS,71297333
G09724ZC,91853268
G09727XA,71297730
G09730EH,91847050
G09731UU,168358334
G09741DV,91861989
G09745MI,91848316
G09761PB,156615091
G09767ET,168358343
G09776OJ,10293316
G09781FH,156617838
G09782JM,91854075
G09791GF,91855606
G09799UN,156614654
G09814TD,91855460
G09820OL,171122304
G09826WW,91856880
G09831CM,156616198
G09845DR,91854248
G09846QA,168358364
G09857WN,71297967
G09859LE,91847001
G09899NJ,5288756
G09909FT,91855138
G09910BF,171122308
G09921EA,146015662
G09921WG,70678979
G09938IH,70678930
G09941BM,146017465
G09947VE,91857073
G09955UR,50909844
G09962WA,91857606
G09966BT,91855348
G09976WS,156614870
G09986RD,168358389
G09988GX,91850697
G10008BD,156617654
G10016UC,91849044
G10025ZX,156618589
G10034LA,168358398
G10040DS,71297342
G10074JB,168358405
G10075HN,91861559
G10089XT,4368136
G10106TL,71297516
G10108GZ,91859787
G10110YZ,91856293
G10112QT,91856353
G10133VD,91847546
G10145JM,91845555
G10148CV,91860711
G10148GI,91861701
G10149FE,91854185
G10150ZC,156617647
G10163TY,91848624
G10164HD,168358419
G10167WZ,13991616
G10169QO,171122320
G10174LI,146016315
G10179FS,91856490
G10182BB,91858040
G10182XZ,91847191
G10189EJ,91854417
G10192EN,75579752
G10194GK,91858611
G10197OY,91856895
G10203DW,14367963
G10204GU,146017703
G10209QU,91857640
G10213RO,125032854
G10219AA,91828238
G10228AY,91850080
G10228OD,91846189
G10234TF,10062744
G10236SD,91845770
G10236SI,156618099
G10238WX,156617436
G10240SH,91862568
G10241ED,21607007
G10255XW,91858314
G10258MC,91854647
G10259IA,91849862
G10270EI,91845217
G10287JP,91860492
G10288EA,156618571
G10292TC,91857080
G10295MW,91848557
G10300DY,146017229
G10325PN,146016273
G10333YJ,91860081
G10339TL,91857105
G10340BX,91853230
G10356UT,91848725
G10359OW,71297394
G10363DV,91847604
G10376VB,171933353
G10385EY,91862647
G10388YZ,146016435
G10400OD,86278349
G10410FW,91855404
G10417PV,91857887
G10417XF,91851290
G10419AP,91862576
G10422IZ,9870096
G10425AY,91846255
G10425SO,91853833
G10430NG,51351731
G10436HW,91854374
G10440YK,146017590
G10444RV,91854022
G10444WU,993
G10445TA,14581601
G10448ZR,91857607
G10453CW,146017280
G10461TS,91849081
G10470SE,71297959
G10484MA,146015533
G10487BH,91847776
G10488WF,10074840
G10491ZZ,91860495
G10503MP,91856241
G10507RU,91855260
G10510IR,208
G10513GA,171122339
G10514PF,146017744
G10528MR,91845897
G10529ZR,91859050
G10534ET,146017853
G10535GX,168358487
G10539LQ,91860861
G10540LB,91852899
G10563SE,91854889
G10564SS,146017762
G10573FI,91856169
G10575HY,16750026
G10581YA,71298228
G10594VF,91850995
G10599NM,91850561
G10601TN,77908778
G10604KJ,71298227
G10614GM,156617413
G10614XK,91856681
G10627KR,71297702
G10633EY,171122344
G10636ME,91846302
G10647TF,91846615
G10650OV,146017775
G10662QB,91853264
G10663SB,156614778
G10664FL,91859946
G10666VQ,70680314
G10667NH,91854095
G10674CI,91846083
G10687EF,91851345
G10689ZT,91845823
G10691MJ,91854614
G10694XU,91850701
G10700RM,71298030
G10703UH,168358519
G10706IL,156614521
G10712FZ,91855302
G10713RP,91856535
G10716SX,146016826
G10721CS,91849118
G10721QE,91846224
G10725II,91851100
G10733HY,91858007
G10735NG,168358523
G10741VJ,91847843
G10750OK,146681089
G10756ZZ,91858897
G10768ZE,91848878
G10770RR,91853386
G10788ZQ,91860401
G10789DJ,91847192
G10805TH,91848532
G10816XY,91851741
G10816YX,91848827
G10818SM,91844965
G10818TP,91852650
G10829YS,91857995
G10831DK,24853840
G10831FE,91854422
G10839JW,11672488
G10845BX,91854864
G10853AV,91861017
G10874QT,156614394
G10876BP,156615677
G10879FJ,91853225
G10881VB,71297517
G10897DJ,156614860
G10897SV,91859810
G10907PF,171122359
G10920IN,91845680
G10924GO,145811416
G10924UK,156614341
G10925HK,10510190
G10925II,91859862
G10927TS,91850868
G10940VV,168358566
G10954XM,91851968
G10970DV,91860831
G10973QG,71297279
G10989BC,168358581
G10993EM,91845613
G11005JQ,168358586
G11010AN,91851592
G11012KS,156614749
G11031MS,91849643
G11034PZ,91845786
G11035GA,91854096
G11041AG,91849149
G11041DA,91859566
G11042HO,10169039
G11049II,91859666
G11052OE,91848909
G11058EJ,146017484
G11061SL,21340501
G11061VC,146017263
G11065GA,91855269
G11069CP,91860897
G11075DR,91846516
G11078WZ,91845395
G11078XZ,91854492
G11083DH,91856596
G11089HW,91845077
G11091XO,91846450
G11106ST,146016885
G11107OX,91853710
G11148DZ,156614210
G11161OD,91854674
G11162ZF,91848014
G11165BC,146015949
G11182SS,91854043
G11182ZX,171122372
G11189WY,91845126
G11198HA,91857053
G11201ET,168358621
G11201QY,91857432
G11213NA,91853245
G11253PI,71298256
G11256DQ,91850332
G11259JT,91861678
G11260US,156614446
G11260XI,91859278
G11263ED,146016569
G11263YZ,91849782
G11276SJ,91852184
G11278YL,91854163
G11282GU,91857166
G11286QT,91846963
G11288PA,91857436
G11288UE,146015881
G11308TN,156616554
G11318UD,156617368
G11323LX,91849600
G11326RB,91850441
G11348GW,156616606
G11350UX,91852076
G11356UZ,91858764
G11360MY,168358648
G11362LE,91859427
G11364SH,156616498
G11365AH,156618814
G11366SD,156616546
G11373TT,91847964
G11378EW,5065953
G11381KO,156614729
G11386DK,91857077
G11401LX,76460733
G11402KL,71298034
G11409DJ,91848136
G11411VI,156618545
G11414RL,156614973
G11417QD,71297261
G11423ZI,16062700
G11428LI,91845820
G11429PC,91849602
G11436ZE,91847327
G11441NW,156614885
G11444KC,9884534
G11450BY,91855111
G11457RF,91862595
G11460AB,91854045
G11479AN,91849231
G11482NO,71298104
G11485ID,91853157
G11492EP,14841532
G11503GF,146016467
G11509RN,91856996
G11524CG,156614593
G11535IB,91847974
G11540FP,91851030
G11543SV,156617752
G11547CN,168358687
G11551UU,91852463
G11552SE,168358689
G11568OK,156618513
G11569NG,49804102
G11578PH,146016172
G11595VF,91853350
G11596DO,91848495
G11613BV,171122383
G11615SW,91850843
G11635LG,91861400
G11636EE,91856656
G11637WL,91860436
G11640MV,171122387
G11641YE,156617522
G11645JA,14647407
G11647UD,91846608
G11654YO,129676468
G11655BA,91855544
G11657DN,91848902
G11658OG,91847961
G11671GQ,146015816
G11679NT,91856397
G11683GE,156614670
G11684IZ,91853001
G11685NC,91852110
G11687NW,91825569
G11696PX,91849715
G11700UP,71297953
G11701AD,91854983
G11704PO,146016953
G11712ZQ,146015992
G11719PU,50992372
G11721NX,91860563
G11737JS,91847729
G11745KF,101087112
G11745XZ,91847279
G11753YI,10233441
G11756ZM,91852255
G11783QC,18654125
G11785PK,156616154
G11787AF,146016361
G11789PD,91847990
G11795CV,9816473
G11807HH,91852992
G11818HY,91862834
G11819AO,91857207
G11823ZO,156618940
G11827HH,91846523
G11834OY,71297356
G11835WQ,168358733
G11837CQ,91856546
G11837XH,91857167
G11840SC,91849319
G11846US,91851270
G11860RT,91852826
G11863CH,91861328
G11876US,71298197
G11885NX,91857571
G11888UP,91855568
G11889PN,91849928
G11907PK,156616165
G11915AZ,91850543
G11915UT,91846748
G11922GI,91858524
G11928TH,91857695
G11929CD,91850090
G11929SN,91852955
G11932OH,91862215
G11936KZ,171122401
G11940XR,91857642
G11943BP,91855145
G11960UF,71297464
G11967GO,25203970
G11971MR,53239730
G11985JF,156614514
G11994QC,91846714
G11998FO,70698374
G12000YX,146017641
G12012YB,91856105
G12020PN,91853345
G12021KH,146017624
G12025NX,168358780
G12028KD,91851922
G12032IY,146017380
G12033AP,71297366
G12035CL,146017499
G12045LV,91850596
G12045WP,91851594
G12046WV,91857168
G12058PE,9819401
G12061IK,91851319
G12067FX,91861800
G12068BR,91853310
G12069NI,146017446
G12071DB,146016683
G12074QJ,91861102
G12075FM,91846040
G12086GM,91849513
G12103ES,91828243
G12109VW,91850034
G12111NA,91854415
G12114XT,156614475
G12115PE,91862811
G12121CY,91850176
G12124PX,91860626
G12129VL,91861431
G12133SZ,171122417
G12138GQ,154824113
G12150EL,146017038
G12155KE,91861922
G12174PW,156618561
G12182VX,5288408
G12185WN,91862617
G12187FG,155818786
G12190QO,91854547
G12203WB,156614611
G12214FH,156614759
G12222NC,146015966
G12230UX,91850736
G12232DG,146016414
G12232OT,156617800
G12241WD,146016704
G12254MW,156614490
G12266SO,91860497
G12274AS,91848037
G12279LC,91859830
G12279YJ,166597483
G12295TB,5289353
G12304SP,91853181
G12317LD,91854854
G12318EJ,91861528
G12340JM,91853129
G12348WV,86278134
G12350CH,156617488
G12352RJ,91851697
G12357FR,91845999
G12359QQ,91862147
G12366BT,91846479
G12374LP,91846983
G12378KS,91847879
G12389NM,91861766
G12393CD,25061463
G12396GB,91858573
G12398HZ,91860397
G12405JG,91850271
G12406PI,156618340
G12427XJ,168358855
G12428MZ,146017464
G12438DW,91847769
G12438YM,91854097
G12440KU,91858629
G12455XO,91862687
G12460DL,71296137
G12472CC,156615003
G12474XI,71297857
G12486YB,146017981
G12488UT,156616837
G12494BV,91854900
G12499UL,53810986
G12504XH,98049164
G12518FG,71296178
G12518WE,71297357
G12525VG,146016564
G12526AB,71297430
G12537VI,156615953
G12541EY,91860630
G12548MD,91845257
G12561VS,146017860
G12571EJ,156615884
G12573LQ,91858780
G12573WR,91858949
G12574IZ,11724912
G12579EH,91849966
G12585IA,168358887
G12594VB,146016262
G12599SK,101946799
G12604EN,91855659
G12604MY,156617434
G12615HA,156618559
G12615JD,168358896
G12616PJ,91857623
G12631FF,91847298
G12634TA,91853986
G12637ID,156613024
G12643KN,156614646
G12646DO,91845789
G12661AN,70679039
G12678YV,146016813
G12679LF,91845508
G12680ES,91849082
G12699VT,91856032
G12704ID,91860493
G12715AH,71297521
G12715RL,91851449
G12727SF,91851950
G12729CF,156617579
G12740VA,91849952
G12752EI,91852343
G12757LB,91856144
G12761QA,71298397
G12762FV,91856215
G12770GA,91861396
G12781XI,91851789
G12788PX,156616118
G12794LM,91860690
G12798XW,168358938
G12802HY,91847193
G12817YZ,91858887
G12820YL,171933355
G12826LZ,91861338
G12837AR,137628582
G12843SP,156616998
G12848IK,91860419
G12848QL,91851943
G12857DO,91849460
G12865SQ,91858332
G12878ME,156617630
G12885FH,69903934
G12900GB,146017628
G12916RQ,14389182
G12921EN,91855643
G12938HK,101753899
G12961SE,168358974
G12984CP,91862235
G12986NJ,168358977
G12991XQ,91862737
G12993CD,4479103
G12997IV,146016223
G13002FS,168358981
G13003UU,44611450
G13006TG,71297327
G13016DY,91847180
G13034PC,91828227
G13038AO,168358987
G13040AD,53356727
G13045SZ,91861096
G13049QY,91861159
G13055JW,91846466
G13058JI,70678954
G13110GC,168359000
G13122AV,146016423
G13125OG,91855285
G13151XE,91851964
G13156PQ,146015697
G13157WZ,10322152
G13164IZ,91859043
G13168IS,91856228
G13168NE,91846678
G13177TU,91860839
G13179DW,91846529
G13179FD,71298401
G13181ZZ,91860292
G13187VC,91855740
G13194NW,91845733
G13201UL,91845179
G13210XL,91853249
G13213HD,91852396
G13214IU,91858927
G13224CR,91859576
G13228QB,91846176
G13232MI,89824769
G13251WJ,14497257
G13258AZ,91849951
G13258LA,91849004
G13260JU,146016795
G13265UQ,91855109
G13267ZY,91859878
G13278OU,91855549
G13282WA,91861777
G13291XJ,91845292
G13292XY,91857643
G13294EW,91853594
G13295LH,91858051
G13301CZ,91852694
G13302FO,91860242
G13305DT,146015721
G13305NL,4139998
G13305QJ,71297339
G13307OA,91859653
G13312HH,91859399
G13322RS,91862258
G13327EE,91858052
G13335AQ,91851233
G13346PK,156617811
G13359IF,91861712
G13375OB,91861143
G13380TW,91849083
G13388HT,91858840
G13393XR,156616970
G13398JA,146015517
G13401SI,91853213
G13429VD,91845476
G13437SF,53883513
G13439WS,171122486
G13441KG,71297888
G13442BO,91855259
G13455RE,91853919
G13466NP,3402176
G13477DY,91849284
G13483MW,156614694
G13484HA,71297283
G13492NR,91852708
G13495RN,71297884
G13497PA,91850309
G13498IL,91848361
G13500IP,91851068
G13515ZY,91858286
G13535FD,156614573
G13537KO,91859187
G13558UT,91851673
G13578GY,91852062
G13581JW,91849702
G13583BZ,71297727
G13585JF,91854523
G13592VY,91854949
G13602QE,91852792
G13614FV,71297617
G13616KY,91851872
G13618CF,171122495
G13625KU,156618671
G13626XX,91855736
G13630UH,146017448
G13636IT,91856155
G13640RX,146017543
G13646GG,91849225
G13657KC,91854446
G13659RH,91862853
G13668KY,91846185
G13670FR,91849421
G13672YG,71297746
G13676YW,168359106
G13680ZF,91846888
G13684QB,171122498
G13688QP,91847947
G13695SV,146017375
G13705IF,162975811
G13715AS,71298063
G13717KM,171122500
G13720TX,91853927
G13732OQ,91855798
G13734VO,92042744
G13736LO,156618463
G13744OG,146015796
G13746SQ,71297330
G13747QM,91861394
G13773HT,70679239
G13800FQ,91850902
G13811NF,91856561
G13811QB,91858464
G13814UH,91855467
G13824WQ,146015962
G13827OW,91851260
G13836YR,91847938
G13842GX,91845234
G13843CF,91845607
G13847GJ,91862729
G13856VP,168359147
G13858YJ,91854532
G13860DV,53868637
G13861RG,91850171
G13863XN,91862399
G13865MD,156618323
G13869TL,91862516
G13881DZ,171122506
G13890JV,71298275
G13894RO,91857246
G13902SG,11425306
G13909GK,91846649
G13910LY,71297245
G13923FW,91855997
G13931FM,171122512
G13938SZ,91862165
G13947MP,91855029
G13951QH,168359166
G13954SE,4120027
G13955GM,77908987
G13968BO,91847152
G13971OJ,146017189
G13974DV,91848910
G13975CX,146017563
G13976VB,71298380
G13976WV,91859081
G13985TC,91854261
G14000ZZ,5289361
G14001KK,97050063
G14002SI,10143785
G14009XM,91860293
G14012YS,168359175
G14014EQ,71298212
G14015IL,71298008
G14018AL,91854098
G14023WK,195923
G14027YB,91855534
G14033LY,91846797
G14037HH,56836308
G14038OF,91850691
G14043TF,91850103
G14047PA,70788991
G14068WV,146015844
G14077SN,91853490
G14082XZ,455157
G14088NJ,156618380
G14091MR,156614412
G14095XN,156614496
G14101YI,156614868
G14119CE,5459928
G14121NG,146015923
G14125ZW,71298153
G14127XU,91854175
G14130OH,171933357
G14131GE,146017517
G14138XB,91851688
G14139BU,146017478
G14139DE,56836309
G14153CY,156618673
G14172AX,91846108
G14172QC,168359195
G14175ZI,49864583
G14191ZT,91861861
G14201CU,91854822
G14205YR,91861389
G14214WX,91847059
G14221PT,25061963
G14224WX,146017906
G14226PU,91856126
G14238UO,91855677
G14250GH,91852042
G14250HG,91850107
G14259XA,146015716
G14296HB,91845998
G14296RM,71298266
G14300ZJ,91862793
G14305QJ,91849967
G14307KB,71297396
G14311HQ,91855101
G14317JF,146017008
G14326YE,91857106
G14330IC,156616194
G14338VK,440950
G14346JI,71298501
G14354BD,91862471
G14356TR,91849120
G14359ME,21868524
G14371GV,91855496
G14371YU,91861148
G14373ZY,91857777
G14374XC,91857787
G14380OJ,156614617
G14392HC,91856506
G14393TF,91853750
G14394HF,168359235
G14400KB,168359238
G14412XT,71092190
G14424MD,91861913
G14428PM,91856314
G14430JY,12305733
G14431ZQ,71298059
G14438AD,91853834
G14438ZT,71297841
G14441FA,91851918
G14442NU,71298223
G14453LC,71298378
G14469GR,91860203
G14481TB,156618895
G14482LM,91859445
G14484TK,91856571
G14488UY,156614360
G14510SZ,91855367
G14511SS,10168639
G14512NS,156615029
G14520ZO,91853967
G14523PK,168359264
G14533ZS,91850650
G14543IY,91847006
G14549GA,91852688
G14551OF,91847488
G14555ST,71298445
G14559KK,101763240
G14561VC,71297244
G14567YG,91857479
G14576KZ,71297410
G14589ZB,156617745
G14596QX,25062239
G14615WQ,146017645
G14617QG,156614508
G14622KK,91851208
G14623FX,146015413
G14629VW,91853712
G14629XU,91862170
G14632UN,168359291
G14632ZD,10305597
G14633CL,91859209
G14638QN,91857848
G14645TH,91852919
G14646AF,156614939
G14651SS,53778848
G14660OL,91858720
G14675SI,91848759
G14678MF,71297397
G14689QK,146017111
G14693JJ,146017130
G14722QE,156617422
G14746EI,10212235
G14761JN,91848780
G14761OA,156614710
G14767DF,146017618
G14767HC,91850791
G14768FY,91858386
G14781HP,91858367
G14782PJ,91850718
G14790EN,91847274
G14801HT,168359321
G14809NR,91849514
G14810KN,49820770
G14815EY,91847779
G14815WH,91848769
G14817EI,156617414
G14829OL,155818783
G14838TI,146017215
G14840SZ,91848317
G14844CX,156616974
G14854WL,71297725
G14868UU,91848534
G14870CB,91850227
G14870EV,71298138
G14876IZ,91858344
G14879UV,91858390
G14882GG,91847998
G14899VS,71297693
G14900XK,91847075
G14901GT,146016477
G14905AZ,91844972
G14905MK,156614560
G14914GT,156614717
G14938IR,91862765
G14942ZR,91860732
G14942ZU,71297597
G14956YQ,91856569
G14959WS,146017356
G14968ON,168359350
G14971YU,86291254
G14974EY,91854549
G14978ZY,91857546
G14996IQ,91846062
G14998UC,91847955
G15001YX,91856899
G15006PM,91852020
G15008JK,100968854
G15018WW,70678964
G15020AW,24744593
